blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,n_sold,n_rental,n_residents,remaining_lease,Latitude,Longitude,Postcode,hdb_town
192C,RIVERVALE DR,17,SK,98,0,0,0,0,98,0,0,0,0,0,0,0,98,0,343.0,76,1.39463674854545,103.902948600159,543192,SENGKANG
193,BISHAN ST 13,12,BH,88,0,0,44,44,0,0,0,0,0,0,0,0,88,0,255.2,64,1.34866564535341,103.850977151715,570193,BISHAN
193,BT BATOK WEST AVE 6,21,BB,80,0,0,0,75,5,0,0,0,0,0,0,0,80,0,265.0,73,1.34600894344315,103.744423616373,650193,BUKIT BATOK
193,EDGEFIELD PLAINS,17,PG,114,0,0,0,34,80,0,0,0,0,0,0,0,114,0,392.2,81,1.3999679293622,103.90901300279,820193,PUNGGOL
193,LOR 4 TOA PAYOH,25,TP,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,51,1.33159005591995,103.851295104405,310193,TOA PAYOH
193,PASIR RIS ST 12,13,PRC,48,0,0,0,0,48,0,0,0,0,0,0,0,48,0,168.0,70,1.36605107630216,103.959389712733,510193,PASIR RIS
193,RIVERVALE DR,17,SK,176,0,0,0,80,96,0,0,0,0,0,0,0,176,0,600.0,77,1.39362832387672,103.901775022803,540193,SENGKANG
194,BISHAN ST 13,25,BH,92,0,0,0,0,84,8,0,0,0,0,0,0,92,0,324.4,64,1.34829912335443,103.851419417474,570194,BISHAN
194,KIM KEAT AVE,12,TP,199,0,0,194,0,5,0,0,0,0,0,0,0,199,0,502.5,51,1.33093933675526,103.858181909317,310194,TOA PAYOH
194,PASIR RIS ST 12,13,PRC,70,0,0,0,34,36,0,0,0,0,0,0,0,70,0,238.2,71,1.36599758461815,103.959675297763,510194,PASIR RIS
194,RIVERVALE DR,17,SK,180,0,0,0,115,65,0,0,0,0,0,0,0,180,0,607.0,77,1.39260955810937,103.901592560709,540194,SENGKANG
194A,BT BATOK WEST AVE 6,36,BB,212,0,0,0,88,124,0,0,0,0,0,0,0,212,0,724.4,94,1.34468050128788,103.7455138661,651194,BUKIT BATOK
194B,BT BATOK WEST AVE 6,36,BB,276,0,0,78,128,70,0,0,0,0,0,0,0,276,0,862.4,94,1.34513283900191,103.744861953262,652194,BUKIT BATOK
195,BISHAN ST 13,12,BH,88,0,0,44,44,0,0,0,0,0,0,0,0,88,0,255.2,64,1.3483624977313,103.850897052933,570195,BISHAN
195,KIM KEAT AVE,12,TP,539,0,0,528,0,11,0,0,0,0,0,0,0,539,0,1358.5,51,1.33008102222991,103.858354604112,310195,TOA PAYOH
195,PASIR RIS ST 12,12,PRC,44,0,0,0,0,44,0,0,0,0,0,0,0,44,0,154.0,70,1.36639650930501,103.960047020433,510195,PASIR RIS
195,RIVERVALE DR,17,SK,166,0,0,0,128,38,0,0,0,0,0,0,0,166,0,555.4,77,1.39282417800809,103.902400185088,540195,SENGKANG
195A,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,83,1.40138691564121,103.90608123416,821195,PUNGGOL
195B,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,83,1.40137201164347,103.906485652921,822195,PUNGGOL
195C,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,84,1.40109207064583,103.906831163698,823195,PUNGGOL
195D,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,84,1.40136794497508,103.907095963037,824195,PUNGGOL
195E,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,84,1.40171799238214,103.907177256788,825195,PUNGGOL
196,BISHAN ST 13,8,BH,84,0,0,0,36,48,0,0,0,0,0,0,0,84,0,286.8,64,1.34816798486425,103.850312170279,570196,BISHAN
196,KIM KEAT AVE,25,TP,188,0,51,0,0,0,0,0,137,0,0,0,0,188,0,428.90000000000003,93,1.33130492413517,103.859019241044,310196,TOA PAYOH
196,PASIR RIS ST 12,12,PRC,55,0,0,0,11,44,0,0,0,0,0,0,0,55,0,190.3,70,1.36613863438204,103.960336632262,510196,PASIR RIS
196,RIVERVALE DR,17,SK,123,0,0,0,34,89,0,0,0,0,0,0,0,123,0,423.7,77,1.39283679521508,103.903146292304,540196,SENGKANG
196A,BOON LAY DR,17,JW,54,0,0,0,27,27,0,0,0,0,0,0,0,54,0,183.6,92,1.34290239942022,103.713939473716,641196,JURONG WEST
196A,PUNGGOL FIELD,17,PG,86,0,0,0,28,58,0,0,0,0,0,0,0,86,0,295.4,79,1.39920394199205,103.906740821201,821196,PUNGGOL
196B,BOON LAY DR,17,JW,96,0,0,0,64,32,0,0,0,0,0,0,0,96,0,323.2,92,1.34278860969526,103.714301445473,642196,JURONG WEST
196B,PUNGGOL FIELD,17,PG,86,0,0,0,28,58,0,0,0,0,0,0,0,86,0,295.4,79,1.39900711138631,103.906990550255,822196,PUNGGOL
196C,PUNGGOL FIELD,17,PG,91,0,0,0,0,91,0,0,0,0,0,0,0,91,0,318.5,78,1.39927958510349,103.907497649822,823196,PUNGGOL
196D,PUNGGOL FIELD,15,PG,76,0,0,0,36,40,0,0,0,0,0,0,0,76,0,258.8,79,1.39966081419517,103.907234511303,824196,PUNGGOL
197,BISHAN ST 13,8,BH,96,0,0,0,63,33,0,0,0,0,0,0,0,96,0,323.4,64,1.34910117325148,103.85071054062,570197,BISHAN
197,PASIR RIS ST 12,12,PRC,77,0,0,0,33,44,0,0,0,0,0,0,0,77,0,262.9,71,1.36640299690077,103.960738659652,510197,PASIR RIS
197,RIVERVALE DR,17,SK,124,0,0,0,34,90,0,0,0,0,0,0,0,124,0,427.2,77,1.39260720460019,103.903563470108,540197,SENGKANG
197A,BOON LAY DR,17,JW,94,0,0,46,48,0,0,0,0,0,0,0,0,94,0,273.4,92,1.3441061022632,103.713719208827,641197,JURONG WEST
197A,PUNGGOL FIELD,15,PG,75,0,0,0,0,75,0,0,0,0,0,0,0,75,0,262.5,79,1.39977425428162,103.906849841015,821197,PUNGGOL
197B,BOON LAY DR,17,JW,92,0,0,47,45,0,0,0,0,0,0,0,0,92,0,266.0,92,1.3437815486012,103.713531362621,642197,JURONG WEST
197B,PUNGGOL FIELD,15,PG,75,0,0,0,0,75,0,0,0,0,0,0,0,75,0,262.5,79,1.40013151118101,103.906647584844,822197,PUNGGOL
197C,BOON LAY DR,17,JW,60,0,0,0,30,30,0,0,0,0,0,0,0,60,0,204.0,92,1.34340319524201,103.713686073692,643197,JURONG WEST
197D,BOON LAY DR,17,JW,95,0,0,0,32,63,0,0,0,0,0,0,0,95,0,326.1,92,1.34360788485586,103.713869400316,644197,JURONG WEST
198,BOON LAY DR,15,JW,60,0,0,0,0,60,0,0,0,0,0,0,0,60,0,210.0,54,1.3444211304079,103.714343745983,640198,JURONG WEST
198,PASIR RIS ST 12,12,PRC,77,0,0,0,0,77,0,0,0,0,0,0,0,77,0,269.5,71,1.36697256341726,103.960009214113,510198,PASIR RIS
199,BOON LAY DR,15,JW,60,0,0,0,0,60,0,0,0,0,0,0,0,60,0,210.0,54,1.3437063240188,103.714484938377,640199,JURONG WEST
199,PASIR RIS ST 12,13,PRC,80,0,0,0,0,80,0,0,0,0,0,0,0,80,0,280.0,70,1.36734267382393,103.959675966403,510199,PASIR RIS
199,TOA PAYOH NTH,12,TP,172,0,0,168,0,4,0,0,0,0,0,0,0,172,0,434.0,50,1.34203351013688,103.850648936995,310199,TOA PAYOH
199A,PUNGGOL FIELD,17,PG,86,0,0,0,28,58,0,0,0,0,0,0,0,86,0,295.4,79,1.39977299599902,103.906001152235,821199,PUNGGOL
199B,PUNGGOL FIELD,17,PG,86,0,0,0,28,58,0,0,0,0,0,0,0,86,0,295.4,79,1.39996997980383,103.9057511815,822199,PUNGGOL
199C,PUNGGOL FIELD,17,PG,91,0,0,0,0,91,0,0,0,0,0,0,0,91,0,318.5,78,1.40064708187083,103.906006617712,823199,PUNGGOL
199D,PUNGGOL FIELD,15,PG,76,0,0,0,36,40,0,0,0,0,0,0,0,76,0,258.8,79,1.40045544227107,103.906207948142,824199,PUNGGOL
2,BEACH RD,16,KWN,139,0,1,136,0,2,0,0,0,0,0,0,0,139,0,349.5,48,1.39046224455233,103.975283854916,509984,KALLANG/WHAMPOA
2,BEDOK STH AVE 1,14,BD,207,0,0,206,0,1,0,0,0,0,0,0,0,207,0,518.5,53,1.32130118793544,103.933299574181,460002,BEDOK
2,CHAI CHEE RD,12,BD,86,0,0,10,20,56,0,0,0,0,0,0,0,86,0,287.0,60,1.32681005570681,103.922775477106,461002,BEDOK
2,DELTA AVE,25,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,63,1.29173412228908,103.82802613443,161002,BUKIT MERAH
2,DOVER RD,12,QT,127,0,0,122,0,5,0,0,0,0,0,0,0,127,0,322.5,53,1.30310343884227,103.782905027596,130002,QUEENSTOWN
2,EVERTON PK,12,BM,94,0,0,60,0,34,0,0,0,0,0,0,0,94,0,269.0,58,1.27741630337522,103.839330846341,081002,BUKIT MERAH
2,GHIM MOH RD,15,QT,220,0,0,216,0,4,0,0,0,0,0,0,0,220,0,554.0,53,1.31237872986354,103.786971451599,270002,QUEENSTOWN
2,HAIG RD,13,GL,120,0,0,0,120,0,0,0,0,0,0,0,0,120,0,396.0,54,1.31229349318871,103.897692815712,430002,GEYLANG
2,HOLLAND AVE,22,QT,368,0,0,274,84,10,0,0,0,0,0,0,0,368,0,997.2,52,1.30934498335733,103.795559353753,271002,QUEENSTOWN
2,HOUGANG AVE 3,13,HG,236,0,0,231,0,4,0,0,0,0,0,1,0,235,1,594.0,52,1.36313720753256,103.893184540903,530002,HOUGANG
2,JLN BATU,10,KWN,116,0,0,112,4,0,0,0,0,0,0,0,0,116,0,293.2,41,1.30315437968651,103.883912023247,431002,KALLANG/WHAMPOA
2,JLN BT MERAH,14,BM,240,0,0,238,0,1,0,0,0,0,0,1,0,239,1,601.0,52,1.2866292132996,103.80686187976,150002,BUKIT MERAH
2,JLN BT HO SWEE,10,BM,120,0,75,0,0,0,0,0,0,0,45,0,0,75,45,300.0,40,1.28728822015938,103.831873006286,162002,BUKIT MERAH
2,LOR 7 TOA PAYOH,11,TP,198,0,0,198,0,0,0,0,0,0,0,0,0,198,0,495.0,46,1.33860752552334,103.853515565238,310002,TOA PAYOH
2,LOR LEW LIAN,14,SGN,164,0,0,159,0,5,0,0,0,0,0,0,0,164,0,415.0,55,1.35060795612848,103.875680063863,531002,SERANGOON
2,MARINE TER,25,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,52,1.3044676150311,103.918174087572,440002,MARINE PARADE
2,MARSILING DR,13,WL,237,0,0,232,0,3,0,0,0,0,0,2,0,235,2,595.5,51,1.43993828758599,103.776694750398,730002,WOODLANDS
2,QUEEN'S RD,12,BT,66,0,0,10,56,0,0,0,0,0,0,0,0,66,0,209.79999999999998,51,1.32280086346268,103.811023492628,266733,BUKIT TIMAH
2,TECK WHYE AVE,13,CCK,168,0,0,96,72,0,0,0,0,0,0,0,0,168,0,477.6,61,1.38194642527068,103.751888178683,680002,CHOA CHU KANG
2,TG PAGAR PLAZA,18,CT,200,0,0,190,0,10,0,0,0,0,0,0,0,200,0,510.0,54,1.27523683085708,103.842605335418,082002,CENTRAL AREA
2,TOH YI DR,15,BT,78,0,0,0,0,0,78,0,0,0,0,0,0,78,0,296.4,66,1.33917480423577,103.775341419034,590002,BUKIT TIMAH
2,UPP ALJUNIED LANE,10,TP,94,0,0,92,2,0,0,0,0,0,0,0,0,94,0,236.6,46,1.33398953306499,103.878963482772,360002,TOA PAYOH
2A,BOON TIONG RD,30,BM,106,0,0,0,106,0,0,0,0,0,0,0,0,106,0,349.79999999999995,77,1.28652962097246,103.833163087554,164002,BUKIT MERAH
2A,GEYLANG SERAI,19,GL,93,0,0,0,93,0,0,0,0,0,0,0,0,93,0,306.9,88,1.31699648623217,103.897748935672,403002,GEYLANG
2A,UPP BOON KENG RD,27,KWN,182,0,0,0,132,50,0,0,0,0,0,0,0,182,0,610.5999999999999,84,1.31373844065373,103.871903293488,381002,KALLANG/WHAMPOA
2B,GEYLANG SERAI,19,GL,108,0,0,0,108,0,0,0,0,0,0,0,0,108,0,356.4,88,1.31740511166912,103.89777455271,404002,GEYLANG
2B,UPP BOON KENG RD,29,KWN,164,0,0,0,110,54,0,0,0,0,0,0,0,164,0,552.0,84,1.31361422747897,103.871604373826,382002,KALLANG/WHAMPOA
2C,BOON TIONG RD,30,BM,116,0,0,0,0,114,0,0,0,0,0,0,2,114,2,405.2,77,1.2868576787328,103.832845909249,166002,BUKIT MERAH
2C,GEYLANG SERAI,19,GL,87,0,0,0,87,0,0,0,0,0,0,0,0,87,0,287.09999999999997,88,1.31750146062242,103.898206520651,405002,GEYLANG
2C,UPP BOON KENG RD,29,KWN,191,0,0,0,137,54,0,0,0,0,0,0,0,191,0,641.0999999999999,84,1.3131279690448,103.871737005665,383002,KALLANG/WHAMPOA
2D,GEYLANG SERAI,19,GL,89,0,0,0,89,0,0,0,0,0,0,0,0,89,0,293.7,88,1.31757124294126,103.898647745081,406002,GEYLANG
2D,UPP BOON KENG RD,27,KWN,182,0,0,0,132,50,0,0,0,0,0,0,0,182,0,610.5999999999999,84,1.31307927671737,103.872380169741,384002,KALLANG/WHAMPOA
20,BALAM RD,10,GL,120,0,0,120,0,0,0,0,0,0,0,0,0,120,0,300.0,43,1.33083095249698,103.887507765547,370020,GEYLANG
20,BEDOK STH RD,25,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,53,1.31995205858356,103.933718160998,460020,BEDOK
20,CHAI CHEE RD,12,BD,164,0,0,162,0,2,0,0,0,0,0,0,0,164,0,412.0,50,1.32627271243233,103.922885287154,461020,BEDOK
20,DOVER CRES,16,QT,173,0,0,166,0,7,0,0,0,0,0,0,0,173,0,439.5,53,1.30672257350963,103.783524083089,130020,QUEENSTOWN
20,EUNOS CRES,12,GL,151,0,0,148,0,3,0,0,0,0,0,0,0,151,0,380.5,54,1.32465648439267,103.903243112164,400020,GEYLANG
20,HOLLAND DR,25,QT,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,52,1.31049160423204,103.79225696682,271020,QUEENSTOWN
20,HOUGANG AVE 3,12,HG,132,0,0,110,22,0,0,0,0,0,0,0,0,132,0,347.6,55,1.36383191186374,103.890737667635,530020,HOUGANG
20,JLN KLINIK,10,BM,116,0,29,83,4,0,0,0,0,0,0,0,0,116,0,293.2,41,1.28811451810467,103.829040334276,160020,BUKIT MERAH
20,JLN MEMBINA,30,BM,156,0,0,0,69,87,0,0,0,0,0,0,0,156,0,532.2,79,1.28562459787443,103.825923251122,164020,BUKIT MERAH
20,JOO SENG RD,11,TP,62,0,0,0,0,0,62,0,0,0,0,0,0,62,0,235.6,65,1.33405760108197,103.881366182682,360020,TOA PAYOH
20,LOR 7 TOA PAYOH,11,TP,146,0,0,144,0,2,0,0,0,0,0,0,0,146,0,367.0,47,1.33496995780087,103.857192519078,310020,TOA PAYOH
20,MARINE TER,10,MP,107,0,0,52,54,1,0,0,0,0,0,0,0,107,0,311.7,52,1.30371588728852,103.915067020322,440020,MARINE PARADE
20,QUEEN'S CL,18,QT,86,0,0,0,53,33,0,0,0,0,0,0,0,86,0,290.4,72,1.29275007138267,103.799935877832,140020,QUEENSTOWN
20,TEBAN GDNS RD,40,JE,306,0,0,153,153,0,0,0,0,0,0,0,0,306,0,887.4,90,1.32378355041705,103.7385183842,600020,JURONG EAST
20,TECK WHYE LANE,12,CCK,110,0,0,0,110,0,0,0,0,0,0,0,0,110,0,363.0,58,1.37875454766792,103.753163445856,680020,CHOA CHU KANG
20,TELOK BLANGAH CRES,16,BM,175,0,0,170,0,5,0,0,0,0,0,0,0,175,0,442.5,52,1.27691594809877,103.821818722889,090020,BUKIT MERAH
20,TIONG BAHRU RD,4,BM,16,0,0,16,0,0,0,0,0,0,0,0,0,16,0,40.0,27,1.28575479611863,103.832150774683,163020,BUKIT MERAH
200,BOON LAY DR,15,JW,60,0,0,0,0,60,0,0,0,0,0,0,0,60,0,210.0,54,1.34300396183385,103.7147005948,640200,JURONG WEST
200,TOA PAYOH NTH,12,TP,132,0,0,0,132,0,0,0,0,0,0,0,0,132,0,435.59999999999997,50,1.34167292743585,103.851007776843,310200,TOA PAYOH
200A,SENGKANG EAST RD,16,SK,139,0,0,0,60,79,0,0,0,0,0,0,0,139,0,474.5,77,1.38700703200166,103.891964770037,541200,SENGKANG
200B,SENGKANG EAST RD,16,SK,107,0,0,0,16,91,0,0,0,0,0,0,0,107,0,371.3,77,1.3870653779354,103.892735553222,542200,SENGKANG
200D,SENGKANG EAST RD,16,SK,101,0,0,0,15,86,0,0,0,0,0,0,0,101,0,350.5,77,1.38726151170943,103.893007706343,544200,SENGKANG
201,ANG MO KIO AVE 3,10,AMK,142,0,0,122,18,2,0,0,0,0,0,0,0,142,0,371.4,54,1.36884962699229,103.844564835127,560201,ANG MO KIO
201,BEDOK NTH ST 1,12,BD,205,0,0,204,0,0,1,0,0,0,0,0,0,205,0,513.8,56,1.32613049575596,103.927924007858,460201,BEDOK
201,BISHAN ST 23,9,BH,44,0,0,0,0,0,44,0,0,0,0,0,0,44,0,167.2,68,1.35506686853913,103.846946060532,570201,BISHAN
201,BOON LAY DR,10,JW,40,0,0,0,0,40,0,0,0,0,0,0,0,40,0,140.0,54,1.34326615072684,103.715411866571,640201,JURONG WEST
201,BT BATOK ST 21,25,BB,128,0,0,3,29,96,0,0,0,0,0,0,0,128,0,439.2,63,1.34586253909028,103.747905760698,650201,BUKIT BATOK
201,CHOA CHU KANG AVE 1,4,CCK,16,0,0,0,16,0,0,0,0,0,0,0,0,16,0,52.8,67,1.38213809278539,103.749542169054,680201,CHOA CHU KANG
201,CLEMENTI AVE 6,17,CL,88,0,0,0,0,0,88,0,0,0,0,0,0,88,0,334.4,62,1.32014419030202,103.763253531405,120201,CLEMENTI
201,HOUGANG ST 21,4,HG,16,0,0,16,0,0,0,0,0,0,0,0,0,16,0,40.0,60,1.35779540529821,103.88365310526,530201,HOUGANG
201,JURONG EAST ST 21,25,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,61,1.3364056697524,103.743075430286,600201,JURONG EAST
201,MARSILING DR,14,WL,104,0,0,0,104,0,0,0,0,0,0,0,0,104,0,343.2,58,1.44270022874362,103.775436532502,730201,WOODLANDS
201,PETIR RD,16,BP,90,0,0,0,19,71,0,0,0,0,0,0,0,90,0,311.2,65,1.37184315960331,103.775222401611,670201,BUKIT PANJANG
201,SERANGOON CTRL,12,SGN,172,0,0,115,57,0,0,0,0,0,0,0,0,172,0,475.6,63,1.35097779933054,103.873595480638,550201,SERANGOON
201,TOA PAYOH NTH,12,TP,132,0,0,0,132,0,0,0,0,0,0,0,0,132,0,435.59999999999997,50,1.34113803607795,103.850126597142,310201,TOA PAYOH
201,YISHUN ST 21,10,YS,107,0,0,70,36,1,0,0,0,0,0,0,0,107,0,297.3,62,1.43064865606425,103.837996781156,760201,YISHUN
201A,COMPASSVALE DR,16,SK,137,0,0,0,73,64,0,0,0,0,0,0,0,137,0,464.9,77,1.38900121148939,103.892763307705,541201,SENGKANG
201A,PUNGGOL FIELD,16,PG,81,0,0,0,27,54,0,0,0,0,0,0,0,81,0,278.1,81,1.40008546365656,103.903535590833,821201,PUNGGOL
201A,TAMPINES ST 21,4,TAP,13,0,0,13,0,0,0,0,0,0,0,0,0,13,0,32.5,63,1.35326412445458,103.952607406963,521201,TAMPINES
201B,COMPASSVALE DR,16,SK,152,0,0,0,77,75,0,0,0,0,0,0,0,152,0,516.6,77,1.38831311571148,103.893923639861,542201,SENGKANG
201B,PUNGGOL FIELD,16,PG,81,0,0,0,27,54,0,0,0,0,0,0,0,81,0,278.1,81,1.39997804332642,103.903853190961,822201,PUNGGOL
201B,TAMPINES ST 21,4,TAP,36,0,0,36,0,0,0,0,0,0,0,0,0,36,0,90.0,63,1.35345315769813,103.953009918868,522201,TAMPINES
201C,COMPASSVALE DR,16,SK,122,0,0,0,61,61,0,0,0,0,0,0,0,122,0,414.79999999999995,77,1.38772513390518,103.89350769032,543201,SENGKANG
201C,PUNGGOL FIELD,16,PG,78,0,0,0,26,52,0,0,0,0,0,0,0,78,0,267.8,81,1.39933148198649,103.903711960348,823201,PUNGGOL
201D,COMPASSVALE DR,16,SK,101,0,0,0,15,86,0,0,0,0,0,0,0,101,0,350.5,77,1.38728792771911,103.893598492628,544201,SENGKANG
201D,PUNGGOL FIELD,16,PG,112,0,0,0,30,82,0,0,0,0,0,0,0,112,0,386.0,81,1.3996843207221,103.903378057073,824201,PUNGGOL
201D,TAMPINES ST 21,4,TAP,66,0,0,65,0,0,1,0,0,0,0,0,0,66,0,166.3,63,1.35226231425316,103.953586491358,524201,TAMPINES
201E,TAMPINES ST 23,4,TAP,66,0,0,65,0,1,0,0,0,0,0,0,0,66,0,166.0,63,1.35292162536007,103.953858335355,527201,TAMPINES
202,ANG MO KIO AVE 3,10,AMK,129,0,0,110,16,1,1,0,0,0,0,1,0,128,1,337.6,54,1.36844644010937,103.844516260527,560202,ANG MO KIO
202,BEDOK NTH ST 1,12,BD,218,0,0,214,0,3,1,0,0,0,0,0,0,218,0,549.3,56,1.32565628436985,103.927990975389,460202,BEDOK
202,BISHAN ST 23,4,BH,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,22.799999999999997,68,1.35509604100923,103.847244212734,570202,BISHAN
202,BOON LAY DR,20,JW,80,0,0,0,0,80,0,0,0,0,0,0,0,80,0,280.0,54,1.34378470716235,103.715093852955,640202,JURONG WEST
202,BT BATOK ST 21,25,BB,128,0,0,3,29,96,0,0,0,0,0,0,0,128,0,439.2,63,1.3465978583575,103.748448437294,650202,BUKIT BATOK
202,CHOA CHU KANG AVE 1,11,CCK,118,0,0,0,118,0,0,0,0,0,0,0,0,118,0,389.4,67,1.38183698290544,103.74946480804,680202,CHOA CHU KANG
202,CLEMENTI AVE 6,13,CL,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,62,1.32069236445881,103.762714694971,120202,CLEMENTI
202,COMPASSVALE DR,16,SK,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,77,1.3886081297452,103.893259995509,540202,SENGKANG
202,JURONG EAST ST 21,4,JE,12,0,0,12,0,0,0,0,0,0,0,0,0,12,0,30.0,60,1.33676127826379,103.742966309322,600202,JURONG EAST
202,MARSILING DR,14,WL,181,0,0,128,52,1,0,0,0,0,0,0,0,181,0,495.1,58,1.44315121142693,103.775164777049,730202,WOODLANDS
202,PETIR RD,16,BP,96,0,0,0,22,74,0,0,0,0,0,0,0,96,0,331.6,65,1.37219171423657,103.77484799254,670202,BUKIT PANJANG
202,SERANGOON CTRL,12,SGN,102,0,0,0,50,52,0,0,0,0,0,0,0,102,0,347.0,63,1.35160097991024,103.873747774097,550202,SERANGOON
202,TAMPINES ST 21,11,TAP,140,0,0,100,40,0,0,0,0,0,0,0,0,140,0,382.0,60,1.35290528862856,103.952539174975,520202,TAMPINES
202,TOA PAYOH NTH,20,TP,152,0,0,0,152,0,0,0,0,0,0,0,0,152,0,501.59999999999997,51,1.34152911615925,103.849589127712,310202,TOA PAYOH
202,YISHUN ST 21,12,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,110,0,310.2,62,1.43066569718478,103.837333284053,760202,YISHUN
202A,COMPASSVALE DR,15,SK,84,0,0,0,0,0,84,0,0,0,0,0,0,84,0,319.2,77,1.38835985228693,103.893143243824,541202,SENGKANG
202A,PUNGGOL FIELD,16,PG,117,0,0,0,27,90,0,0,0,0,0,0,0,117,0,404.1,81,1.39966422309229,103.904495606279,821202,PUNGGOL
202B,PUNGGOL FIELD,16,PG,90,0,0,0,30,60,0,0,0,0,0,0,0,90,0,309.0,81,1.39923478058822,103.904277542429,822202,PUNGGOL
202B,SENGKANG EAST RD,15,SK,84,0,0,0,0,0,84,0,0,0,0,0,0,84,0,319.2,77,1.38812749983553,103.892742866634,542202,SENGKANG
202C,SENGKANG EAST RD,16,SK,122,0,0,0,61,61,0,0,0,0,0,0,0,122,0,414.79999999999995,77,1.38753228222895,103.892967111261,543202,SENGKANG
203,BEDOK NTH ST 1,4,BD,23,0,0,23,0,0,0,0,0,0,0,0,0,23,0,57.5,56,1.32574461342215,103.929194613757,460203,BEDOK
203,BISHAN ST 23,13,BH,60,0,0,0,47,13,0,0,0,0,0,0,0,60,0,200.6,68,1.35453674224831,103.847451973086,570203,BISHAN
203,BOON LAY DR,10,JW,40,0,0,0,0,40,0,0,0,0,0,0,0,40,0,140.0,54,1.34413570974204,103.715657464606,640203,JURONG WEST
203,BT BATOK ST 21,25,BB,128,0,0,3,29,96,0,0,0,0,0,0,0,128,0,439.2,63,1.3473325859581,103.748990389685,650203,BUKIT BATOK
203,CHOA CHU KANG AVE 1,11,CCK,50,0,0,0,0,0,50,0,0,0,0,0,0,50,0,190.0,67,1.38124357825597,103.749436337298,680203,CHOA CHU KANG
203,CLEMENTI AVE 6,4,CL,8,0,0,0,0,8,0,0,0,0,0,0,0,8,0,28.0,62,1.32077128251778,103.76231687576,120203,CLEMENTI
203,JURONG EAST ST 21,25,JE,102,0,0,25,5,72,0,0,0,0,0,0,0,102,0,331.0,61,1.33683389097317,103.742544497471,600203,JURONG EAST
203,MARSILING DR,12,WL,108,0,0,84,22,0,2,0,0,0,0,0,0,108,0,290.2,58,1.44378245782924,103.774416596146,730203,WOODLANDS
203,PASIR RIS ST 21,12,PRC,55,0,0,0,0,0,55,0,0,0,0,0,0,55,0,209.0,70,1.36694570799969,103.962072493987,510203,PASIR RIS
203,PETIR RD,10,BP,102,0,0,0,59,43,0,0,0,0,0,0,0,102,0,345.2,65,1.37309168822619,103.775565919483,670203,BUKIT PANJANG
203,SERANGOON CTRL,12,SGN,171,0,0,113,57,1,0,0,0,0,0,0,0,171,0,474.1,63,1.35206910322894,103.873288882807,550203,SERANGOON
203,TAMPINES ST 21,8,TAP,84,0,0,56,28,0,0,0,0,0,0,0,0,84,0,232.39999999999998,60,1.35221380431142,103.952454044118,520203,TAMPINES
203,TOA PAYOH NTH,12,TP,167,0,0,166,0,1,0,0,0,0,0,0,0,167,0,418.5,51,1.34205287411841,103.84939599719,310203,TOA PAYOH
203,YISHUN ST 21,12,YS,109,0,0,64,44,1,0,0,0,0,0,0,0,109,0,308.7,62,1.43071857830265,103.836789569146,760203,YISHUN
203A,COMPASSVALE RD,16,SK,157,0,0,0,76,81,0,0,0,0,0,0,0,157,0,534.3,77,1.3864692312008,103.895407767764,541203,SENGKANG
203A,PUNGGOL FIELD,16,PG,90,0,0,0,30,60,0,0,0,0,0,0,0,90,0,309.0,82,1.39852428172223,103.903862659308,821203,PUNGGOL
203B,COMPASSVALE RD,16,SK,103,0,0,0,16,87,0,0,0,0,0,0,0,103,0,357.3,77,1.38689909846857,103.894771744264,542203,SENGKANG
203B,PUNGGOL FIELD,16,PG,117,0,0,0,27,90,0,0,0,0,0,0,0,117,0,404.1,82,1.39804841532732,103.903476518046,822203,PUNGGOL
203C,COMPASSVALE RD,16,SK,90,0,0,0,30,60,0,0,0,0,0,0,0,90,0,309.0,77,1.38681200686527,103.895283375622,543203,SENGKANG
203D,COMPASSVALE RD,16,SK,90,0,0,0,0,0,90,0,0,0,0,0,0,90,0,342.0,77,1.38721445178077,103.895525257108,544203,SENGKANG
