blk_no,street,Postcode,p_sup400,p_supDist,p_fd400,p_mrt400,p_mrtDist,p_cbdDist,p_psc400,p_sch2km,p_pri2km,p_grn400
668B,EDGEFIELD PLAINS,822668,67,17,81,100,88,61,68,46,68,25
668B,JURONG WEST ST 64,642668,89,70,73,100,29,95,68,49,12,47
668C,JURONG WEST ST 64,643668,67,59,73,100,23,95,68,49,12,47
668D,JURONG WEST ST 64,644668,89,65,73,100,26,96,68,49,12,47
669,CHOA CHU KANG CRES,680669,100,98,90,100,43,88,72,81,80,79
669,HOUGANG AVE 8,530669,78,26,67,100,74,30,80,33,2,47
669,JLN DAMAI,410669,100,96,89,75,5,18,80,81,65,94
669,WOODLANDS RING RD,730669,45,54,84,75,17,88,57,46,63,25
669A,EDGEFIELD PLAINS,821669,56,39,78,100,91,62,80,46,68,29
669A,JURONG WEST ST 64,641669,100,87,97,100,40,96,76,49,12,47
669B,EDGEFIELD PLAINS,822669,56,32,78,100,91,61,76,46,68,32
669B,JURONG WEST ST 64,642669,100,89,99,100,42,96,76,52,12,48
669C,JURONG WEST ST 64,643669,100,94,96,100,48,97,76,52,12,65
669D,JURONG WEST ST 64,644669,100,92,96,100,45,96,76,49,12,60
67,BEDOK STH AVE 3,460067,89,3,91,100,74,34,80,65,10,54
67,CIRCUIT RD,370067,89,71,87,50,3,8,88,68,49,99
67,KALLANG BAHRU,330067,89,13,81,75,10,4,84,62,75,62
67,MARINE DR,440067,100,83,94,100,99,14,72,68,15,66
67,TELOK BLANGAH DR,100067,89,20,87,100,24,10,68,88,25,17
670,CHOA CHU KANG CRES,680670,100,98,90,100,43,88,68,81,80,81
670,HOUGANG AVE 8,530670,78,13,70,100,69,30,84,33,2,50
670,JLN DAMAI,410670,100,98,93,75,9,18,80,81,65,94
670,WOODLANDS DR 71,730670,56,30,90,75,9,89,60,46,63,26
670A,CHOA CHU KANG CRES,681670,100,97,90,100,40,88,68,81,80,85
670A,EDGEFIELD PLAINS,821670,67,10,81,100,88,62,68,46,68,25
670A,JURONG WEST ST 65,641670,100,93,97,100,54,97,76,52,12,97
670B,EDGEFIELD PLAINS,822670,67,18,81,100,89,62,72,46,68,24
670C,EDGEFIELD PLAINS,823670,67,35,81,100,91,62,80,46,68,26
671,CHOA CHU KANG CRES,680671,100,96,90,100,39,88,68,81,80,85
671,HOUGANG AVE 8,530671,78,37,65,100,76,30,84,36,2,50
671,JLN DAMAI,410671,100,96,93,75,10,18,80,81,65,86
671,WOODLANDS DR 71,730671,56,39,90,75,11,89,57,46,63,26
671A,CHOA CHU KANG CRES,681671,100,94,90,100,33,88,68,81,80,100
671A,EDGEFIELD PLAINS,821671,67,2,81,100,84,62,72,46,68,26
671A,JURONG WEST ST 65,641671,100,93,99,100,56,97,76,52,12,98
671A,KLANG LANE,211671,100,80,39,75,15,1,92,81,28,85
671A,YISHUN AVE 4,761671,78,21,81,100,80,67,68,49,62,19
671B,EDGEFIELD PLAINS,822671,78,4,95,100,82,62,72,46,68,25
671B,JURONG WEST ST 65,642671,100,95,99,100,59,97,76,52,12,98
671B,KLANG LANE,212671,89,73,37,100,20,2,92,78,28,90
671B,YISHUN AVE 4,762671,78,24,81,100,83,66,68,49,62,33
671C,JURONG WEST ST 65,643671,100,94,99,100,61,97,72,52,12,98
672,CHOA CHU KANG CRES,680672,100,94,90,100,33,88,72,81,80,100
672,HOUGANG AVE 8,530672,78,37,65,100,74,29,84,39,2,48
672,JLN DAMAI,410672,100,96,93,75,13,18,80,81,65,77
672,WOODLANDS DR 71,730672,56,11,90,75,4,89,72,46,63,24
672A,CHOA CHU KANG CRES,681672,100,92,90,100,30,88,68,81,80,100
672A,EDGEFIELD PLAINS,821672,67,10,98,100,87,62,80,46,68,27
672A,JURONG WEST ST 65,641672,100,90,99,100,62,97,60,55,38,95
672A,KLANG LANE,211672,89,73,28,75,18,1,92,81,28,88
672A,YISHUN AVE 4,761672,78,6,84,100,74,67,72,49,62,21
672B,CHOA CHU KANG CRES,682672,100,92,90,100,31,88,68,81,80,100
672B,EDGEFIELD PLAINS,822672,89,11,98,100,86,62,84,46,68,28
672B,KLANG LANE,212672,89,62,26,75,20,1,92,78,28,90
672B,YISHUN AVE 4,762672,78,7,81,100,77,66,68,49,62,24
672C,EDGEFIELD PLAINS,823672,89,34,98,100,81,62,80,46,68,13
672C,YISHUN AVE 4,763672,78,21,81,100,82,66,68,49,62,37
672D,EDGEFIELD PLAINS,824672,89,42,98,100,79,62,80,46,68,12
673,CHOA CHU KANG CRES,680673,100,88,80,100,24,87,72,81,80,100
673,HOUGANG AVE 8,530673,78,20,71,100,67,30,84,36,2,66
673,WOODLANDS DR 71,730673,56,9,90,75,4,89,72,42,63,25
673A,CHOA CHU KANG CRES,681673,100,81,78,75,19,87,68,78,80,100
673A,EDGEFIELD PLAINS,821673,89,12,98,100,82,62,76,46,68,19
673A,JURONG WEST ST 65,641673,100,95,99,100,65,97,72,52,12,100
673A,YISHUN AVE 4,761673,78,24,82,100,80,68,68,49,62,9
673B,EDGEFIELD PLAINS,822673,78,25,95,100,79,62,72,46,68,12
673B,JURONG WEST ST 65,642673,100,93,99,100,64,97,76,52,12,100
673B,YISHUN AVE 4,762673,78,20,83,100,82,68,68,49,62,7
673C,EDGEFIELD PLAINS,823673,78,39,95,100,77,62,72,46,68,11
673C,JURONG WEST ST 65,643673,100,91,99,100,68,97,76,52,12,100
673C,YISHUN AVE 4,763673,78,25,81,100,83,69,64,46,41,6
674,CHOA CHU KANG CRES,680674,100,88,80,100,26,88,68,81,80,100
674,HOUGANG AVE 8,530674,78,31,70,100,68,29,84,36,2,65
674A,CHOA CHU KANG CRES,681674,100,88,91,100,28,88,68,81,80,100
674A,JURONG WEST ST 65,641674,100,90,99,100,60,97,76,52,12,100
674A,YISHUN AVE 4,761674,78,4,86,100,86,68,68,49,62,8
674B,JURONG WEST ST 65,642674,100,82,99,100,67,97,80,52,12,100
674B,YISHUN AVE 4,762674,78,10,84,100,87,69,68,46,41,7
675,CHOA CHU KANG CRES,680675,100,85,83,100,26,89,60,81,80,100
675,HOUGANG AVE 8,530675,78,42,71,100,71,29,84,39,2,60
675A,JURONG WEST ST 64,641675,89,72,97,100,64,97,88,49,12,100
675A,YISHUN AVE 4,761675,78,7,86,100,85,67,68,49,62,15
675B,JURONG WEST ST 64,642675,89,64,92,100,66,97,92,49,12,100
675B,YISHUN AVE 4,762675,78,17,83,100,84,67,68,49,62,26
675C,YISHUN AVE 4,763675,78,23,84,100,80,67,72,49,62,12
675D,YISHUN AVE 4,764675,78,9,86,100,83,67,68,49,62,10
676,CHOA CHU KANG CRES,680676,100,92,94,100,32,89,68,81,80,100
676,HOUGANG AVE 8,530676,78,53,76,100,72,28,84,42,2,65
676A,CHOA CHU KANG CRES,681676,100,92,90,100,32,89,68,81,80,100
676A,JURONG WEST ST 64,641676,89,64,92,100,66,96,84,55,12,100
676A,PUNGGOL DR,821676,78,15,95,100,69,60,60,42,68,12
676A,WOODLANDS DR 71,731676,56,3,87,75,2,89,72,42,63,24
676A,YISHUN RING RD,761676,89,17,93,100,89,69,64,46,41,6
676B,JURONG WEST ST 64,642676,89,61,92,100,67,96,84,49,12,100
676B,PUNGGOL DR,822676,56,24,95,100,72,60,57,42,68,13
676B,WOODLANDS DR 71,732676,56,2,87,75,1,89,72,42,63,24
676B,YISHUN RING RD,762676,89,21,92,100,88,69,60,46,41,5
676C,PUNGGOL DR,823676,56,20,95,100,75,61,64,42,68,13
676C,YISHUN RING RD,763676,89,28,94,100,85,69,68,46,41,5
676D,PUNGGOL DR,824676,56,12,95,100,77,61,68,42,68,15
677,CHOA CHU KANG CRES,680677,100,89,94,100,30,89,64,81,80,100
677,HOUGANG AVE 8,530677,78,61,76,100,71,28,84,42,2,76
677,WOODLANDS AVE 6,730677,56,5,87,75,2,88,72,42,63,26
677A,JURONG WEST ST 64,641677,89,76,97,100,62,95,80,52,12,100
677A,PUNGGOL DR,821677,67,8,93,100,63,60,72,42,68,10
677A,YISHUN RING RD,761677,89,31,88,100,88,70,64,46,41,5
677B,JURONG WEST ST 64,642677,89,75,97,100,61,96,80,49,12,100
677B,PUNGGOL DR,822677,78,13,95,100,66,60,72,42,68,10
677B,YISHUN RING RD,762677,89,40,89,100,86,70,64,46,41,3
677C,JURONG WEST ST 64,643677,100,80,97,100,59,95,80,52,12,100
677C,PUNGGOL DR,823677,78,22,95,100,68,61,68,42,68,10
677C,YISHUN RING RD,763677,89,48,92,100,84,70,68,46,41,3
677D,PUNGGOL DR,824677,78,32,95,100,72,61,72,42,68,11
678,CHOA CHU KANG CRES,680678,100,95,98,100,42,90,68,81,80,100
678,HOUGANG AVE 8,530678,78,67,76,100,72,28,88,42,2,76
678,WOODLANDS AVE 6,730678,56,1,87,75,1,89,68,42,63,26
678A,JURONG WEST ST 64,641678,100,81,96,100,57,96,80,49,12,100
678A,PUNGGOL DR,821678,67,11,93,100,58,60,60,42,68,9
678B,JURONG WEST ST 64,642678,100,78,97,100,59,96,84,46,12,100
678B,PUNGGOL DR,822678,67,13,93,100,60,60,68,42,68,9
678C,JURONG WEST ST 64,643678,100,84,97,100,56,96,80,46,12,100
678C,PUNGGOL DR,823678,78,29,95,100,66,61,72,42,68,9
678D,JURONG WEST ST 64,644678,100,82,97,100,59,97,92,49,12,100
679,CHOA CHU KANG CRES,680679,100,97,98,100,47,90,76,81,80,100
679,HOUGANG AVE 8,530679,78,47,71,100,67,28,84,39,2,76
679,WOODLANDS AVE 6,730679,56,5,87,75,2,89,68,39,59,32
679A,JURONG WEST CTRL 1,641679,100,90,97,100,46,94,80,52,12,95
679A,PUNGGOL DR,821679,78,18,95,100,54,60,60,42,68,8
679B,JURONG WEST CTRL 1,642679,100,85,97,100,41,94,84,52,12,88
679B,PUNGGOL DR,822679,67,28,93,100,57,61,68,42,68,8
679C,JURONG WEST CTRL 1,643679,100,85,97,100,42,94,84,52,12,91
679C,PUNGGOL DR,823679,78,31,95,100,61,61,68,42,68,8
68,BEDOK STH AVE 3,460068,89,4,91,100,77,34,80,65,10,54
68,CIRCUIT RD,370068,100,79,92,50,2,8,88,68,49,95
68,GEYLANG BAHRU,330068,89,12,82,75,7,5,88,62,75,63
68,REDHILL CL,150068,78,44,76,75,12,8,80,65,25,81
68,TELOK BLANGAH HTS,100068,89,40,87,100,30,10,72,84,25,6
680,CHOA CHU KANG CRES,680680,100,98,98,100,52,91,72,81,80,82
680,HOUGANG AVE 8,530680,78,28,73,100,62,29,84,36,2,79
680,WOODLANDS AVE 6,730680,56,8,87,75,3,88,76,42,59,31
680A,JURONG WEST CTRL 1,641680,100,92,97,100,50,95,80,55,12,98
680B,JURONG WEST CTRL 1,642680,100,87,97,100,55,95,80,52,12,100
680C,JURONG WEST CTRL 1,643680,100,86,97,100,57,95,80,52,12,100
681,CHOA CHU KANG CRES,680681,100,98,94,100,47,90,72,81,80,85
681,HOUGANG AVE 8,530681,78,3,69,100,61,30,84,33,2,62
681,RACE COURSE RD,210681,78,54,39,75,4,2,80,75,28,71
681A,JURONG WEST CTRL 1,641681,100,93,97,100,48,95,80,52,12,95
681A,WOODLANDS DR 62,731681,45,52,79,75,14,88,68,42,59,28
681B,JURONG WEST CTRL 1,642681,100,87,97,100,53,95,80,52,12,100
681B,WOODLANDS DR 62,732681,45,40,84,75,11,88,80,42,59,39
681C,JURONG WEST CTRL 1,643681,100,90,97,100,50,95,80,49,12,96
681C,WOODLANDS DR 62,733681,45,32,84,75,8,88,76,42,59,43
681D,WOODLANDS DR 62,734681,45,45,84,75,11,88,72,42,59,32
682,CHOA CHU KANG CRES,680682,100,96,94,100,43,90,68,81,80,96
682,HOUGANG AVE 4,530682,78,1,69,100,61,31,80,33,2,62
682,RACE COURSE RD,210682,78,64,43,75,9,2,80,75,28,80
682A,EDGEDALE PLAINS,821682,67,9,81,100,96,61,76,62,68,29
682A,JURONG WEST CTRL 1,641682,100,88,96,100,43,95,80,52,12,88
682A,WOODLANDS DR 62,731682,45,37,84,75,8,88,72,42,59,43
682B,EDGEDALE PLAINS,822682,67,10,81,100,96,61,76,55,68,28
682B,JURONG WEST CTRL 1,642682,100,82,96,100,38,94,80,55,12,85
682B,WOODLANDS DR 62,732682,45,49,84,75,12,88,72,42,59,31
682C,EDGEDALE PLAINS,823682,67,19,81,100,95,61,80,55,68,32
682C,JURONG WEST CTRL 1,643682,78,74,96,100,33,94,80,52,12,78
682C,WOODLANDS DR 73,733682,67,35,87,75,17,89,76,42,59,28
682D,WOODLANDS DR 73,734682,78,22,91,100,23,89,72,42,59,27
683,HOUGANG AVE 8,530683,78,1,74,100,54,31,80,30,2,62
683,TESSENSOHN RD,210683,78,66,41,75,12,2,88,75,28,76
683A,CHOA CHU KANG CRES,681683,100,99,98,100,57,91,76,81,80,76
683A,EDGEDALE PLAINS,821683,67,36,81,100,95,62,80,49,68,32
683A,JURONG WEST CTRL 1,641683,67,69,69,100,28,95,68,46,12,63
683A,WOODLANDS DR 62,731683,45,25,84,75,5,88,72,42,59,47
683B,CHOA CHU KANG CRES,682683,100,99,94,100,53,90,76,81,80,74
683B,EDGEDALE PLAINS,822683,56,52,78,100,94,62,80,49,68,31
683B,JURONG WEST CTRL 1,642683,78,76,96,100,32,95,72,49,12,67
683B,WOODLANDS DR 62,732683,45,32,84,75,5,89,72,42,59,48
683C,CHOA CHU KANG CRES,683683,100,99,98,100,63,91,80,81,80,68
683C,EDGEDALE PLAINS,823683,56,33,78,100,93,61,80,49,68,35
683C,JURONG WEST ST 64,643683,100,83,96,100,37,95,72,49,12,73
683C,WOODLANDS DR 62,733683,45,46,84,75,9,89,76,42,59,44
683D,WOODLANDS DR 62,734683,45,36,84,75,7,89,72,42,59,52
684,HOUGANG AVE 8,530684,78,7,75,100,51,31,84,33,2,62
684,RACE COURSE RD,210684,78,62,42,75,16,2,84,75,28,65
684A,CHOA CHU KANG CRES,681684,100,99,94,100,55,90,76,81,80,72
684A,EDGEDALE PLAINS,821684,56,5,77,100,96,61,76,55,68,28
684A,JURONG WEST ST 64,641684,100,93,96,100,47,96,76,46,12,90
684A,WOODLANDS DR 73,731684,89,14,88,100,28,89,72,39,59,26
684B,CHOA CHU KANG CRES,682684,100,99,90,100,54,89,76,81,80,72
684B,EDGEDALE PLAINS,822684,67,24,81,100,94,60,72,55,68,28
684B,JURONG WEST ST 64,642684,100,91,96,100,44,95,76,46,12,81
684B,WOODLANDS DR 73,732684,89,33,94,100,25,89,80,39,59,16
684C,CHOA CHU KANG CRES,683684,100,99,94,100,61,90,80,81,80,69
684C,EDGEDALE PLAINS,823684,56,27,78,100,94,61,80,49,68,34
684C,JURONG WEST ST 64,643684,100,87,96,100,41,95,76,46,12,76
684C,WOODLANDS DR 62,733684,67,46,87,75,15,89,76,46,59,24
684D,CHOA CHU KANG CRES,684684,100,99,94,100,62,90,80,81,80,69
684D,EDGEDALE PLAINS,824684,56,14,78,100,91,61,80,49,68,26
684D,WOODLANDS DR 73,734684,78,32,91,100,20,89,72,39,59,20
685,HOUGANG ST 61,530685,78,19,72,100,65,31,88,26,2,62
685,RACE COURSE RD,210685,78,54,39,75,15,2,84,75,28,65
685A,CHOA CHU KANG CRES,681685,100,99,86,100,53,89,72,81,80,73
685A,JURONG WEST ST 64,641685,100,86,97,100,38,95,72,46,12,64
685B,CHOA CHU KANG CRES,682685,100,99,89,100,51,89,80,81,80,72
685B,JURONG WEST ST 64,642685,100,80,97,100,34,95,80,49,12,58
685B,WOODLANDS DR 73,732685,89,5,94,100,41,88,76,39,59,30
685C,CHOA CHU KANG CRES,683685,100,99,89,100,51,88,80,81,80,72
685C,JURONG WEST CTRL 1,643685,67,74,70,100,30,95,76,49,12,54
685C,WOODLANDS DR 73,733685,89,13,97,100,37,89,84,39,59,21
686,HOUGANG ST 61,530686,78,40,72,100,72,32,84,26,2,62
686A,CHOA CHU KANG CRES,681686,100,99,93,100,59,89,80,81,80,68
686A,JURONG WEST CTRL 1,641686,67,50,37,75,18,94,72,46,12,54
686A,WOODLANDS DR 73,731686,89,25,97,100,37,89,80,39,59,16
686B,CHOA CHU KANG CRES,682686,100,100,93,100,63,89,88,81,80,66
686B,JURONG WEST CTRL 1,642686,67,57,41,100,21,95,76,46,12,53
686B,WOODLANDS DR 73,732686,89,36,97,100,47,90,84,49,59,17
686C,CHOA CHU KANG CRES,683686,100,100,93,100,64,89,88,81,80,65
686C,JURONG WEST CTRL 1,643686,67,67,70,100,26,95,76,49,12,52
686C,WOODLANDS DR 73,733686,89,26,97,100,51,89,84,49,59,31
686D,CHOA CHU KANG CRES,684686,100,99,89,100,57,89,80,81,80,69
687,HOUGANG ST 61,530687,78,55,72,100,76,32,84,26,2,61
687,JURONG WEST CTRL 1,640687,67,33,37,75,13,93,76,55,12,30
687A,CHOA CHU KANG DR,681687,100,100,93,100,66,88,84,81,80,58
687A,WOODLANDS DR 75,731687,89,12,94,100,53,88,80,49,59,25
687B,CHOA CHU KANG DR,682687,100,100,93,100,67,87,88,81,80,58
687B,WOODLANDS DR 75,732687,89,24,97,100,54,89,84,49,59,27
687C,CHOA CHU KANG DR,683687,100,100,93,100,63,87,88,81,80,63
687C,WOODLANDS DR 75,733687,89,14,97,100,44,89,84,49,59,27
687D,CHOA CHU KANG DR,684687,100,100,93,100,65,86,88,78,80,64
688,HOUGANG ST 61,530688,78,52,73,100,73,32,84,26,2,62
688,JURONG WEST CTRL 1,640688,67,27,37,75,10,94,76,49,12,24
688A,CHOA CHU KANG DR,681688,100,100,93,100,62,87,88,81,80,61
688A,WOODLANDS DR 75,731688,89,48,97,100,57,90,84,49,59,34
688B,CHOA CHU KANG DR,682688,100,99,89,100,56,87,88,81,80,65
688B,WOODLANDS DR 75,732688,89,63,97,100,58,90,84,49,59,33
688C,CHOA CHU KANG CRES,683688,100,99,97,100,57,86,88,78,80,68
688C,WOODLANDS DR 75,733688,89,63,97,100,60,90,84,49,59,43
688D,WOODLANDS DR 75,734688,89,68,97,100,64,90,88,49,59,58
688E,WOODLANDS DR 75,735688,100,78,100,100,67,90,88,49,59,64
688F,WOODLANDS DR 75,736688,100,78,100,100,69,90,88,52,59,69
689,HOUGANG ST 61,530689,67,60,58,100,73,32,84,30,2,62
689,JURONG WEST CTRL 1,640689,67,12,40,75,7,93,84,55,12,11
689A,CHOA CHU KANG DR,681689,100,99,93,100,52,87,88,81,80,71
689A,WOODLANDS DR 75,731689,89,74,97,100,69,91,84,52,59,67
689B,CHOA CHU KANG DR,682689,100,99,89,100,50,87,84,81,80,69
689B,WOODLANDS DR 75,732689,100,79,97,100,73,91,88,52,59,65
689C,WOODLANDS DR 75,733689,89,76,93,100,74,91,84,52,59,69
689D,WOODLANDS DR 75,734689,100,86,97,100,75,90,88,52,59,61
689E,WOODLANDS DR 75,735689,100,86,100,100,73,90,88,52,59,59
689F,WOODLANDS DR 75,736689,100,82,100,100,73,90,88,52,59,56
69,BEDOK STH AVE 3,460069,89,1,91,100,72,34,80,65,10,49
69,CIRCUIT RD,370069,89,72,91,50,7,8,84,65,49,89
69,LOR 4 TOA PAYOH,310069,78,31,76,100,43,10,72,36,20,65
69,MOULMEIN RD,300069,100,79,82,100,60,4,96,62,18,93
69,REDHILL CL,150069,78,45,79,75,10,8,80,65,25,90
69,TELOK BLANGAH HTS,100069,89,53,90,100,36,10,72,81,25,3
690,HOUGANG ST 61,530690,78,67,67,100,76,33,88,30,2,62
690,JURONG WEST CTRL 1,640690,67,23,37,75,12,92,76,55,12,13
690A,CHOA CHU KANG CRES,681690,100,99,97,100,57,86,92,78,80,73
690A,WOODLANDS DR 75,731690,100,79,100,100,70,90,88,52,59,53
690B,CHOA CHU KANG CRES,682690,100,100,97,100,63,86,92,78,80,70
690B,WOODLANDS DR 75,732690,89,71,97,100,67,90,88,49,59,45
690C,CHOA CHU KANG CRES,683690,100,99,97,100,59,85,92,78,80,74
690C,WOODLANDS DR 75,733690,89,62,97,100,65,89,88,49,59,35
690D,CHOA CHU KANG CRES,684690,100,99,96,100,57,85,92,75,80,81
690D,WOODLANDS DR 75,734690,89,53,97,100,63,89,88,49,59,27
690E,WOODLANDS DR 75,735690,89,48,97,100,63,89,88,49,59,24
690F,WOODLANDS DR 75,736690,89,48,97,100,59,89,84,49,59,35
691,HOUGANG ST 61,530691,67,60,71,100,70,33,88,30,2,59
691,JURONG WEST CTRL 1,640691,67,39,37,75,17,93,76,55,12,30
691A,CHOA CHU KANG CRES,681691,100,98,92,100,43,85,92,68,80,97
691A,WOODLANDS DR 73,731691,89,3,94,100,46,87,80,46,59,26
691B,CHOA CHU KANG CRES,682691,100,98,96,100,48,85,92,71,80,89
691B,WOODLANDS DR 73,732691,89,2,91,100,37,88,76,42,59,25
691C,WOODLANDS DR 73,733691,89,7,89,100,40,87,84,42,59,25
691D,WOODLANDS DR 73,734691,89,15,89,100,36,87,84,46,59,25
692,HOUGANG ST 61,530692,67,59,71,100,68,33,80,33,2,55
692,JURONG WEST CTRL 1,640692,67,43,37,75,19,93,76,55,12,26
692A,CHOA CHU KANG CRES,681692,100,95,92,100,34,84,92,65,80,100
692B,CHOA CHU KANG CRES,682692,100,96,92,100,39,85,92,65,80,100
693,HOUGANG ST 61,530693,67,52,70,100,63,33,72,30,2,49
693,JURONG WEST CTRL 1,640693,78,65,67,100,29,93,80,55,12,84
693A,WOODLANDS AVE 6,731693,45,56,79,75,17,87,72,42,59,34
693B,WOODLANDS AVE 6,732693,78,61,82,100,24,87,64,42,59,24
693C,WOODLANDS AVE 6,733693,89,66,81,100,28,86,68,42,59,31
694,HOUGANG ST 61,530694,67,67,67,100,56,32,76,30,2,49
694,JURONG WEST CTRL 1,640694,78,69,68,100,31,93,80,52,12,82
694A,WOODLANDS DR 62,731694,78,48,86,100,22,87,76,42,59,26
694B,WOODLANDS DR 62,732694,89,34,86,100,29,87,80,39,59,24
694C,WOODLANDS DR 62,733694,89,32,89,100,39,86,84,39,59,34
694D,WOODLANDS DR 62,734694,89,45,85,100,33,86,76,39,59,32
695,HOUGANG ST 61,530695,67,62,70,100,62,32,76,33,2,49
695,JURONG WEST CTRL 1,640695,78,61,68,100,28,92,80,52,12,37
696,HOUGANG ST 61,530696,67,60,62,100,59,32,76,33,2,51
696,JURONG WEST CTRL 1,640696,67,50,41,100,23,92,76,52,12,21
697,HOUGANG ST 61,530697,78,50,73,100,56,32,80,30,2,58
697A,JURONG WEST CTRL 3,641697,67,43,40,75,17,91,88,52,12,11
697B,JURONG WEST CTRL 3,642697,67,41,40,75,16,91,88,52,12,10
697C,JURONG WEST CTRL 3,643697,67,36,40,75,14,91,88,52,12,9
698,HOUGANG ST 61,530698,78,31,75,100,57,31,80,30,2,62
698A,HOUGANG ST 61,531698,78,35,71,100,53,32,80,30,2,62
698A,JURONG WEST CTRL 3,641698,67,37,40,75,16,91,88,52,12,11
698B,HOUGANG ST 61,532698,78,36,70,100,48,31,80,30,2,62
698B,JURONG WEST CTRL 3,642698,67,17,40,75,9,92,88,55,12,9
698C,HOUGANG ST 52,533698,78,55,70,100,47,32,76,30,2,53
698C,JURONG WEST CTRL 3,643698,67,15,40,75,7,91,88,55,12,8
698D,HOUGANG ST 52,538698,89,71,87,100,46,32,76,26,2,49
699,HOUGANG ST 52,530699,89,77,90,100,45,32,72,23,2,49
699A,HOUGANG ST 52,531699,89,50,76,100,57,33,72,23,2,49
699B,HOUGANG ST 52,532699,89,52,76,100,59,33,72,30,2,49
699C,HOUGANG ST 52,533699,89,61,75,100,55,33,72,30,2,49
7,BEDOK STH AVE 2,460007,78,45,93,100,45,29,72,49,10,38
7,BOON KENG RD,330007,89,67,84,50,10,2,80,71,54,84
7,C'WEALTH AVE,140007,89,75,81,100,27,21,80,78,21,18
7,EVERTON PK,80007,100,89,64,75,14,1,84,81,25,80
7,GHIM MOH RD,270007,78,30,90,100,39,25,80,78,21,38
7,HAIG RD,430007,45,51,63,100,47,9,80,59,15,87
7,HOUGANG AVE 3,530007,89,4,95,100,76,24,80,55,34,100
7,JLN BATU,431007,100,97,97,100,25,3,92,75,49,49
7,JLN BT MERAH,150007,67,8,69,100,69,12,84,71,91,28
7,KIM TIAN PL,160007,67,27,51,75,11,4,80,62,25,99
7,LOR 7 TOA PAYOH,310007,89,37,78,100,87,12,84,26,20,64
7,LOR LEW LIAN,531007,100,79,94,75,19,16,72,52,60,91
7,MARINE TER,440007,89,48,90,100,100,17,92,68,15,4
7,MARSILING DR,730007,100,100,89,100,80,98,88,68,83,100
7,PINE CL,391007,89,47,87,75,3,3,44,71,49,96
7,TECK WHYE AVE,680007,67,37,77,100,65,76,84,30,39,100
7,TELOK BLANGAH CRES,90007,89,3,84,100,88,6,84,68,25,11
7,TG PAGAR PLAZA,81007,45,8,3,75,12,1,64,94,86,37
7,TOH YI DR,590007,89,76,92,100,24,41,88,91,5,94
7,UPP ALJUNIED LANE,360007,67,2,86,100,71,10,80,52,60,68
7A,C'WEALTH AVE,141007,78,72,83,100,29,21,76,78,21,18
70,BEDOK STH RD,460070,89,11,91,100,70,34,80,62,10,34
70,CIRCUIT RD,370070,100,78,92,50,3,8,88,68,49,91
70,LOR 4 TOA PAYOH,310070,78,24,72,100,40,10,72,36,20,65
70,REDHILL CL,150070,78,36,75,75,12,8,88,65,25,100
70A,TELOK BLANGAH HTS,101070,100,82,95,100,48,9,96,71,25,1
70B,TELOK BLANGAH HTS,102070,100,79,95,100,50,10,88,75,25,1
70C,TELOK BLANGAH HTS,103070,89,69,92,100,42,9,72,78,25,1
700,PASIR RIS DR 10,510700,89,41,88,100,94,55,76,84,92,68
700A,ANG MO KIO AVE 6,561700,67,29,19,75,19,27,57,42,4,12
700B,ANG MO KIO AVE 6,562700,67,43,15,75,20,26,57,42,4,24
700C,ANG MO KIO AVE 6,563700,67,34,15,50,15,26,57,42,4,17
701,BEDOK RESERVOIR RD,470701,89,61,94,75,14,23,80,75,31,6
701,CHOA CHU KANG ST 53,680701,89,68,91,100,49,83,64,49,39,11
701,HOUGANG AVE 2,530701,100,96,92,100,46,25,84,36,2,67
701,JURONG WEST ST 71,640701,89,33,78,100,40,99,68,59,38,85
701,PASIR RIS DR 10,510701,89,29,88,100,95,54,76,84,92,68
701,TAMPINES ST 71,520701,89,53,98,100,54,41,48,55,17,31
701,WEST COAST RD,120701,100,94,88,100,73,42,80,68,9,69
701,WOODLANDS DR 40,730701,100,89,100,100,39,92,68,46,63,31
701,YISHUN AVE 5,760701,89,5,82,100,52,77,72,46,41,55
701B,YISHUN AVE 5,762701,89,24,80,100,67,77,64,46,41,90
702,ANG MO KIO AVE 8,560702,78,10,18,50,6,27,60,42,4,8
702,BEDOK RESERVOIR RD,470702,89,60,94,75,11,23,72,71,31,6
702,CHOA CHU KANG ST 53,680702,89,52,92,100,50,84,64,49,39,16
702,HOUGANG AVE 2,530702,100,96,89,100,51,25,84,46,2,67
702,JURONG WEST ST 71,640702,89,29,78,100,36,99,64,59,38,95
702,PASIR RIS DR 10,510702,89,20,88,100,95,54,76,88,92,68
702,TAMPINES ST 71,520702,78,70,95,100,46,41,48,55,17,31
702,WEST COAST RD,120702,100,95,88,100,76,42,84,68,9,67
702,WOODLANDS DR 40,730702,100,87,100,100,31,92,76,46,63,27
702,YISHUN AVE 5,760702,89,11,82,100,45,77,72,46,41,32
703,BEDOK RESERVOIR RD,470703,78,33,90,75,15,23,68,71,31,3
703,CHOA CHU KANG ST 53,680703,89,62,92,100,51,83,72,49,39,12
703,HOUGANG AVE 2,530703,100,96,87,100,55,25,84,46,2,67
703,JURONG WEST ST 71,640703,89,14,82,100,29,99,60,59,38,100
703,PASIR RIS DR 10,510703,89,13,90,100,96,54,80,88,92,68
703,TAMPINES ST 71,520703,100,79,95,100,45,42,60,55,17,41
